parid,aprland,aprbldg,aprtot,rmbed,sfla,sale_month,sale_day,sale_year,sale_date,water_front,vegetation_front,price
8005428,36000,0,36000,3,1848,5,6,2020,5/6/2020,0,0,335400
7976072,72250,339876,412126,2,2035,11,17,2017,11/17/2017,1,0,75000
8005430,36000,0,36000,3,1848,5,1,2020,5/1/2020,0,0,301700
8005431,36000,0,36000,2,1608,5,1,2020,5/1/2020,0,0,276400
8005432,36000,0,36000,2,1563,5,6,2020,5/6/2020,0,0,305100
4980857,55250,356368,411618,5,4198,8,12,2020,8/12/2020,0,0,621400
4980881,55250,254179,309429,4,2446,3,17,2020,3/17/2020,0,0,355000
8005433,36000,0,36000,2,1778,5,6,2020,5/6/2020,0,0,366700
8005434,36000,0,36000,2,1563,8,31,2020,8/31/2020,0,0,309500
8005436,36000,0,36000,2,1563,6,11,2020,6/11/2020,0,0,312500
8005437,36000,0,36000,2,1771,5,20,2020,5/20/2020,0,0,348100
8005438,36000,0,36000,2,1563,6,3,2020,6/3/2020,0,0,313300
8005439,36000,0,36000,2,1778,6,3,2020,6/3/2020,0,0,362700
8005440,36000,0,36000,2,1563,6,15,2020,6/15/2020,0,0,333900
8005441,36000,0,36000,2,1778,6,23,2020,6/23/2020,0,0,342500
8005443,36000,0,36000,3,1848,6,11,2020,6/11/2020,0,0,339600
8005445,36000,0,36000,3,1848,6,25,2020,6/25/2020,0,0,325700
8005446,36000,0,36000,2,1608,7,15,2020,7/15/2020,0,0,310800
8005447,25000,0,25000,3,1848,6,25,2020,6/25/2020,0,0,307400
8005448,25000,0,25000,2,1563,7,20,2020,7/20/2020,0,0,278200
8005449,25000,0,25000,3,1848,7,27,2020,7/27/2020,0,0,315700
8005450,59000,0,59000,2,2067,3,23,2020,3/23/2020,0,0,405400
8005452,59000,0,59000,2,1922,4,6,2020,4/6/2020,0,0,413300
4981314,55250,223686,278936,4,2596,4,24,2018,4/24/2018,0,0,306000
4981331,55250,197731,252981,3,2251,10,29,2020,10/29/2020,0,0,300000
4981357,55250,287730,342980,5,3500,7,19,2019,7/19/2019,0,0,417500
7978661,18000,140598,158598,3,1687,9,10,2019,9/10/2019,0,1,197200
7978679,18000,140598,158598,3,1687,9,10,2019,9/10/2019,0,1,180600
7978687,18000,136729,154729,2,1636,10,7,2019,10/7/2019,0,1,194000
7978695,29000,141932,170932,3,1736,9,10,2019,9/10/2019,0,1,212400
4981853,34737,209555,244292,4,2230,1,10,2019,1/10/2019,0,0,289000
4981926,31950,200081,232031,3,2000,11,20,2017,11/20/2017,0,0,230000
4981985,31631,188675,220306,3,1678,3,2,2018,3/2/2018,0,0,269000
4983228,22000,242880,264880,3,2296,5,13,2020,5/13/2020,0,1,335000
4983287,56422,86400,142822,3,1512,3,31,2017,3/31/2017,0,1,155000
7978709,18000,0,18000,3,1736,3,11,2020,3/11/2020,0,1,216000
7978717,18000,0,18000,2,1636,4,1,2020,4/1/2020,0,1,181700
7978725,18000,0,18000,3,1687,1,27,2020,1/27/2020,0,1,188900
4982884,94500,209762,304262,3,2750,8,21,2017,8/21/2017,0,0,375000
4982931,98100,220204,318304,5,3296,8,14,2018,8/14/2018,0,0,380000
4982957,108900,281661,390561,4,3458,8,31,2020,8/31/2020,0,0,575000
8005453,59000,0,59000,2,2067,2,17,2020,2/17/2020,0,0,429800
8005454,59000,0,59000,2,2067,2,17,2020,2/17/2020,0,0,384400
8005455,59000,0,59000,2,1681,6,9,2020,6/9/2020,0,0,338000
8005457,25000,0,25000,3,1848,4,24,2020,4/24/2020,0,0,308200
7978733,18000,0,18000,3,1687,3,10,2020,3/10/2020,0,1,200000
4983660,22000,235905,257905,4,2183,12,11,2020,12/11/2020,0,1,355000
8005458,25000,0,25000,2,1563,11,12,2020,11/12/2020,0,0,296400
8005459,36000,0,36000,3,1848,5,26,2020,5/26/2020,0,0,305000
8005460,36000,0,36000,2,1563,7,13,2020,7/13/2020,0,0,274000
8005461,36000,0,36000,3,1848,7,1,2020,7/1/2020,0,0,347500
8005462,36000,0,36000,2,1563,6,3,2020,6/3/2020,0,0,308000
8005463,36000,0,36000,2,1771,3,24,2020,3/24/2020,0,0,325400
8005464,36000,0,36000,2,1563,6,1,2020,6/1/2020,0,0,298200
8005465,36000,0,36000,2,1778,3,2,2020,3/2/2020,0,0,412000
8005466,36000,0,36000,2,1563,3,31,2020,3/31/2020,0,0,295100
8005467,36000,0,36000,2,1778,6,11,2020,6/11/2020,0,0,351300
8005468,36000,0,36000,2,1563,3,9,2020,3/9/2020,0,0,307000
8005470,36000,0,36000,2,1608,11,3,2020,11/3/2020,0,0,312200
8005471,36000,0,36000,3,1848,3,23,2020,3/23/2020,0,0,331100
8005472,36000,0,36000,2,1608,6,23,2020,6/23/2020,0,0,309700
8005473,36000,0,36000,2,1771,6,3,2020,6/3/2020,0,0,328500
8005474,36000,0,36000,2,1563,6,15,2020,6/15/2020,0,0,289400
7981181,7950,232760,240710,5,2851,11,14,2018,11/14/2018,0,0,275000
7981190,7500,190649,198149,4,1806,10,30,2018,10/30/2018,0,0,237000
7981203,7500,181535,189035,3,1690,2,28,2019,2/28/2019,0,0,221000
4985981,10000,68980,78980,2,887,2,15,2017,2/15/2017,0,0,55000
4987185,55500,173837,229337,3,1772,5,31,2018,5/31/2018,0,0,269000
4988769,51300,146814,198114,3,1658,9,5,2017,9/5/2017,0,1,226000
4987207,55500,167643,223143,3,1772,9,18,2020,9/18/2020,0,0,269000
4990861,18700,127365,146065,2,1278,1,29,2020,1/29/2020,0,0,187000
4990909,18700,130065,148765,3,1281,12,1,2020,12/1/2020,0,0,210000
7981203,7500,181535,189035,3,1690,8,13,2020,8/13/2020,0,0,220000
7981211,7500,190649,198149,4,1806,11,30,2018,11/30/2018,0,0,241000
7981220,7500,218455,225955,4,2615,5,31,2019,5/31/2019,0,0,260000
7981238,10750,183071,193821,3,1736,3,16,2019,3/16/2019,0,0,221000
7981246,10750,190649,201399,4,1806,12,19,2018,12/19/2018,0,0,230000
7981254,10750,201573,212323,4,1976,2,28,2019,2/28/2019,0,0,228000
7981378,12900,190649,203549,4,1806,8,21,2020,8/21/2020,0,0,249000
7981378,12900,190649,203549,4,1806,10,19,2018,10/19/2018,0,0,232000
7981611,9460,171075,180535,2,1515,9,26,2019,9/26/2019,0,0,216000
7981645,12000,171075,183075,2,1515,2,19,2019,2/19/2019,1,0,210500
7984482,46435,0,46435,,,12,28,2017,12/28/2017,0,1,39900
8005768,30000,170535,200535,3,1537,2,28,2020,2/28/2020,0,1,247500
8005769,30000,159661,189661,3,1420,7,9,2020,7/9/2020,0,1,240000
4991867,6399,47330,53729,,,7,2,2018,7/2/2018,0,0,63000
4991891,7038,50926,57964,,,8,13,2019,8/13/2019,0,0,60000
4991956,6399,47330,53729,,,9,11,2020,9/11/2020,0,0,58000
7981912,11250,180267,191517,2,1633,9,28,2018,9/28/2018,0,0,223000
7981963,9675,169182,178857,3,1508,2,28,2019,2/28/2019,1,0,215000
7982285,19550,260903,280453,3,2296,12,13,2017,12/13/2017,0,0,242400
7985331,41000,254120,295120,3,2239,10,9,2018,10/9/2018,0,0,325000
7985357,47000,219837,266837,3,1879,11,22,2019,11/22/2019,0,0,304500
7985365,47000,227082,274082,3,1967,5,20,2019,5/20/2019,0,0,313300
8005476,25000,0,25000,2,1563,5,1,2020,5/1/2020,0,0,271900
8005477,25000,0,25000,2,1778,4,20,2020,4/20/2020,0,0,304700
8005478,25000,0,25000,2,1509,11,2,2020,11/2/2020,0,0,299500
8005479,36000,0,36000,2,1771,5,6,2020,5/6/2020,0,0,348200
8005488,70300,0,70300,,,5,10,2019,5/10/2019,0,0,84300
4993223,33600,220970,254570,4,2038,8,3,2018,8/3/2018,0,0,315000
4994858,8213,144836,153049,3,1412,10,2,2017,10/2/2017,0,1,165000
8005772,30000,170182,200182,3,1537,3,19,2020,3/19/2020,0,1,240000
8005864,30000,191367,221367,3,1750,2,11,2020,2/11/2020,0,0,245500
8005773,30000,159018,189018,3,1420,2,13,2020,2/13/2020,0,1,232000
5005313,36000,227348,263348,3,2005,5,15,2017,5/15/2017,0,1,278400
8005824,30000,191367,221367,3,1750,1,10,2020,1/10/2020,0,1,253500
5005381,31651,180104,211755,3,1781,1,25,2018,1/25/2018,0,0,210000
5005844,13600,120387,133987,3,1285,4,28,2020,4/28/2020,0,0,175000
2772182,23112,150676,173788,3,1391,7,15,2019,7/15/2019,1,0,213500
8005825,30000,0,30000,3,1537,7,29,2020,7/29/2020,0,0,252000
8005827,30000,0,30000,3,1806,8,12,2020,8/12/2020,0,0,261000
8005828,30000,0,30000,3,1763,9,2,2020,9/2/2020,0,0,261000
8005829,30000,0,30000,3,1537,10,28,2020,10/28/2020,0,0,258000
8005831,30000,0,30000,4,1929,11,4,2020,11/4/2020,0,0,285000
8005854,30000,0,30000,3,1537,10,21,2020,10/21/2020,0,0,258000
8005855,30000,0,30000,3,1763,10,14,2020,10/14/2020,0,0,269000
8005856,30000,0,30000,3,1806,10,21,2020,10/21/2020,0,0,273000
8005857,30000,0,30000,3,1420,11,11,2020,11/11/2020,0,0,253000
8005858,30000,0,30000,3,1537,6,23,2020,6/23/2020,0,0,250000
8005859,30000,0,30000,3,1763,9,9,2020,9/9/2020,0,0,260000
8005860,30000,0,30000,4,1806,5,28,2020,5/28/2020,0,0,258000
8005861,30000,187845,217845,3,1806,2,27,2020,2/27/2020,0,0,248000
8005862,30000,165153,195153,3,1537,4,22,2020,4/22/2020,0,0,251000
5007910,21395,142766,164161,3,1328,12,10,2018,12/10/2018,0,0,94000
5008045,27450,133409,160859,3,1219,1,15,2019,1/15/2019,0,0,183000
5008053,20800,217171,237971,3,2394,8,3,2018,8/3/2018,0,0,280000
5008100,23562,134923,158485,3,1295,1,25,2017,1/25/2017,0,0,172700
8005863,30000,154280,184280,3,1420,7,29,2020,7/29/2020,0,0,234000
8005865,30000,161849,191849,3,1420,6,9,2020,6/9/2020,0,0,230000
8005866,30000,170535,200535,3,1537,5,19,2020,5/19/2020,0,0,240000
7737540,24750,209856,234606,5,2674,2,28,2017,2/28/2017,1,0,250000
6632677,0,107670,107670,,429,8,28,2020,8/28/2020,0,0,128000
8005868,30000,187845,217845,3,1806,2,13,2020,2/13/2020,0,0,255500
8005869,30000,0,30000,3,1420,8,19,2020,8/19/2020,0,0,243000
8005870,30000,0,30000,3,1537,5,12,2020,5/12/2020,0,0,247000
8005871,30000,0,30000,3,1420,5,29,2020,5/29/2020,0,0,236000
8005872,30000,0,30000,3,1537,6,9,2020,6/9/2020,0,0,244500
5010571,29600,156216,185816,4,1794,8,7,2019,8/7/2019,0,0,230000
5009181,60000,0,60000,,,7,28,2020,7/28/2020,0,0,90000
5009297,24500,137846,162346,3,1708,4,30,2019,4/30/2019,0,0,205000
5009335,24500,154508,179008,3,1818,5,10,2018,5/10/2018,0,0,207500
5009360,24500,160057,184557,3,1830,10,5,2017,10/5/2017,0,0,180000
8005873,30000,0,30000,3,1763,7,7,2020,7/7/2020,0,0,261000
8005874,30000,0,30000,3,1806,8,5,2020,8/5/2020,0,0,265000
8005875,30000,0,30000,3,1420,10,21,2020,10/21/2020,0,0,248000
8005876,30000,0,30000,3,1537,10,7,2020,10/7/2020,0,0,253000
8005877,30000,0,30000,3,1763,9,30,2020,9/30/2020,0,0,264000
8005878,30000,0,30000,3,1786,10,14,2020,10/14/2020,0,0,275000
8005880,30000,0,30000,3,1537,12,22,2020,12/22/2020,0,0,263000
8005881,30000,0,30000,3,1806,5,19,2020,5/19/2020,0,0,254500
8005882,30000,0,30000,3,1763,3,2,2020,3/2/2020,0,0,251500
8005883,30000,0,30000,3,1537,11,4,2020,11/4/2020,0,0,258000
8005884,30000,0,30000,3,1420,9,23,2020,9/23/2020,0,0,241000
8005885,30000,0,30000,3,1806,3,31,2020,3/31/2020,0,0,256000
8005886,30000,0,30000,3,1806,5,12,2020,5/12/2020,0,0,256000
8005887,30000,0,30000,3,1763,5,27,2020,5/27/2020,0,0,254000
8005909,106675,0,106675,,,4,15,2019,4/15/2019,0,1,125000
5009394,24500,130838,155338,2,1443,2,11,2020,2/11/2020,0,0,172000
5009921,29600,161619,191219,3,1481,12,13,2017,12/13/2017,0,0,177500
8005888,30000,0,30000,3,1537,6,23,2020,6/23/2020,0,0,248000
8005889,30000,0,30000,3,1420,10,14,2020,10/14/2020,0,0,245000
8005890,30000,0,30000,3,1537,5,27,2020,5/27/2020,0,0,250500
8005891,30000,0,30000,3,1420,6,23,2020,6/23/2020,0,0,240000
8005892,30000,0,30000,4,1806,2,27,2020,2/27/2020,0,0,255500
8005893,30000,0,30000,3,1763,3,26,2020,3/26/2020,0,0,253000
8005894,30000,0,30000,3,1537,5,29,2020,5/29/2020,0,0,244000
8005895,30000,0,30000,3,1420,9,2,2020,9/2/2020,0,0,245000
8005897,22866,0,22866,,,5,7,2019,5/7/2019,0,0,26000
8005925,30000,0,30000,3,1935,10,12,2020,10/12/2020,0,0,283400
8005930,30000,0,30000,3,1898,9,9,2020,9/9/2020,0,0,277000
8005931,30000,0,30000,3,1935,9,21,2020,9/21/2020,0,0,279400
8005932,30000,0,30000,5,2539,8,19,2020,8/19/2020,0,0,308600
8005933,30000,226167,256167,4,2112,5,13,2020,5/13/2020,0,0,297000
8005936,30000,199644,229644,4,1935,12,23,2019,12/23/2019,0,0,270800
8005937,30000,191962,221962,4,1747,3,18,2020,3/18/2020,0,0,263000
8005938,30000,161116,191116,3,1416,12,10,2019,12/10/2019,0,0,239300
8005939,30000,179774,209774,4,1604,6,1,2020,6/1/2020,0,0,256200
8005940,30000,0,30000,3,1417,4,18,2020,4/18/2020,0,0,246600
8005941,30000,226167,256167,4,2112,4,18,2020,4/18/2020,0,0,302000
5011666,30081,200350,230431,3,2010,6,9,2017,6/9/2017,0,0,250000
5011909,25622,175350,200972,3,1778,12,15,2020,12/15/2020,0,0,305000
5012191,25200,134686,159886,3,1470,7,11,2017,7/11/2017,0,0,210000
5012239,26633,206031,232664,4,2265,12,8,2020,12/8/2020,0,0,350000
5012581,26000,213545,239545,3,2538,4,13,2019,4/13/2019,0,0,308000
5012590,26000,195082,221082,3,2517,12,20,2018,12/20/2018,0,0,277500
5013316,17050,38678,55728,2,960,12,6,2017,12/6/2017,0,0,83000
5018776,13500,105817,119317,2,1202,9,13,2017,9/13/2017,0,0,123000
8005942,30000,219913,249913,4,2100,1,22,2020,1/22/2020,0,0,291100
8005945,30000,0,30000,3,1418,11,9,2020,11/9/2020,0,0,254500
8005946,30000,0,30000,4,1604,9,9,2020,9/9/2020,0,0,253900
8005947,30000,0,30000,3,1935,7,13,2020,7/13/2020,0,0,266300
8005990,30000,0,30000,4,2110,8,19,2020,8/19/2020,0,1,292200
8005991,30000,0,30000,4,2110,6,23,2020,6/23/2020,0,1,292700
5019802,20676,191774,212450,3,1584,3,4,2019,3/4/2019,0,0,234900
5019811,20676,180947,201623,3,1594,10,26,2020,10/26/2020,0,0,264000
8005948,30000,0,30000,3,1935,7,23,2020,7/23/2020,0,0,269700
8005957,30000,0,30000,3,2111,11,16,2020,11/16/2020,0,0,284500
8005961,30000,0,30000,4,1604,9,15,2020,9/15/2020,0,0,257500
8005962,30000,0,30000,3,1418,9,21,2020,9/21/2020,0,0,243500
8005965,30000,0,30000,3,1935,7,13,2020,7/13/2020,0,0,275100
8005966,30000,0,30000,4,1747,7,13,2020,7/13/2020,0,0,264300
8005967,30000,0,30000,3,1417,7,13,2020,7/13/2020,0,0,244200
8005968,30000,0,30000,4,1604,7,13,2020,7/13/2020,0,0,257000
8005969,30000,0,30000,4,1747,9,9,2020,9/9/2020,0,0,264200
8005979,30000,200318,230318,4,1898,12,17,2019,12/17/2019,0,0,270000
8005983,30000,0,30000,4,2110,6,23,2020,6/23/2020,0,0,288400
8005985,30000,0,30000,4,2110,10,12,2020,10/12/2020,0,0,308500
8005987,30000,0,30000,4,1604,9,9,2020,9/9/2020,0,0,257900
8005988,30000,0,30000,4,2110,8,19,2020,8/19/2020,0,0,287300
8005989,30000,0,30000,3,1416,8,19,2020,8/19/2020,0,0,246700
8006060,17000,45450,62450,3,1056,11,8,2019,11/8/2019,0,0,80000
8006119,37000,183680,220680,4,1846,4,10,2020,4/10/2020,0,1,260000
8006120,37000,173412,210412,3,1685,12,20,2019,12/20/2019,0,1,250000
5020967,12240,149565,161805,3,1299,6,16,2020,6/16/2020,0,0,205000
5021017,12113,126444,138557,2,1209,2,14,2018,2/14/2018,0,0,165000
8006061,17000,36987,53987,2,938,11,8,2019,11/8/2019,0,0,67000
8006107,37000,0,37000,4,1806,12,18,2020,12/18/2020,0,0,283500
8006109,37000,0,37000,3,1685,9,29,2020,9/29/2020,0,0,267000
8006110,37000,0,37000,4,1846,8,28,2020,8/28/2020,0,0,282000
8006111,37000,0,37000,5,2594,7,28,2020,7/28/2020,0,0,309000
8006112,37000,0,37000,4,1846,6,25,2020,6/25/2020,0,0,260000
8006113,37000,0,37000,3,1685,8,4,2020,8/4/2020,0,0,264000
8006114,37000,0,37000,4,1846,7,17,2020,7/17/2020,0,0,274000
8006115,37000,0,37000,5,2594,8,26,2020,8/26/2020,0,0,299100
8006116,37000,0,37000,3,1794,9,14,2020,9/14/2020,0,0,258500
8006117,37000,0,37000,4,1846,9,30,2020,9/30/2020,0,0,270000
8006118,37000,0,37000,3,1685,12,21,2020,12/21/2020,0,0,266700
8006121,37000,183521,220521,4,1846,4,30,2020,4/30/2020,0,1,255000
8000129,32000,308591,340591,4,3258,12,27,2019,12/27/2019,0,0,400900
8000136,32000,0,32000,4,2318,5,29,2020,5/29/2020,0,0,296000
8006133,37000,171976,208976,3,1666,4,24,2020,4/24/2020,0,0,235000
8006134,37000,160684,197684,3,1666,10,30,2019,10/30/2019,0,0,227100
8006135,37000,169188,206188,2,1617,7,20,2020,7/20/2020,0,0,237000
8006137,37000,0,37000,3,1666,6,19,2020,6/19/2020,0,0,232000
8006138,37000,0,37000,5,2522,5,22,2020,5/22/2020,0,0,273000
8006139,37000,0,37000,3,1666,5,15,2020,5/15/2020,0,0,230000
8006140,37000,0,37000,3,1666,6,9,2020,6/9/2020,0,0,225000
8006141,37000,0,37000,2,1541,9,28,2020,9/28/2020,0,0,235500
8006142,37000,0,37000,3,1666,8,6,2020,8/6/2020,0,0,240000
8006143,37000,0,37000,5,2522,7,6,2020,7/6/2020,0,0,272000
8006144,37000,0,37000,2,1617,2,28,2020,2/28/2020,0,0,238300
8006145,37000,0,37000,3,1666,7,31,2020,7/31/2020,0,0,242500
8006146,37000,160461,197461,3,1516,12,19,2019,12/19/2019,0,0,227000
8006147,37000,0,37000,5,2522,5,14,2020,5/14/2020,0,0,276000
8006148,37000,0,37000,3,1617,6,25,2020,6/25/2020,0,0,241000
8006149,37000,165495,202495,3,1541,7,2,2020,7/2/2020,0,0,222000
8006150,37000,0,37000,3,1516,6,18,2020,6/18/2020,0,0,231000
8000165,32000,211200,243200,4,2101,11,14,2018,11/14/2018,0,0,278300
8000166,32000,225693,257693,4,2318,8,31,2018,8/31/2018,0,0,284000
8000167,32000,189100,221100,3,1865,2,22,2019,2/22/2019,0,0,250000
8000168,32000,181251,213251,3,1804,5,23,2019,5/23/2019,0,0,242100
8000169,32000,225693,257693,4,2318,9,21,2018,9/21/2018,0,0,284800
8000174,32000,0,32000,4,2699,9,24,2020,9/24/2020,0,0,394000
8000181,1378935,937868,2316803,,,3,15,2018,3/15/2018,0,0,1720000
8006151,37000,0,37000,3,1666,11,13,2020,11/13/2020,0,0,250000
8006152,37000,0,37000,3,1617,7,2,2020,7/2/2020,0,0,239000
8000239,30000,0,30000,,,9,25,2020,9/25/2020,0,0,428500
8000264,30000,232520,262520,3,1685,7,26,2019,7/26/2019,0,0,313100
8000265,30000,0,30000,3,1973,12,8,2020,12/8/2020,0,0,309500
8006153,37000,0,37000,3,1516,3,19,2020,3/19/2020,0,0,233000
8006154,37000,0,37000,3,1617,10,1,2020,10/1/2020,0,0,247000
8006155,37000,0,37000,3,1516,9,23,2020,9/23/2020,0,0,235000
8006156,37000,0,37000,3,1666,11,17,2020,11/17/2020,0,0,251000
8006157,37000,0,37000,3,1516,10,28,2020,10/28/2020,0,0,233000
5030113,29500,141663,171163,4,1715,9,14,2018,9/14/2018,0,0,190000
5030181,29500,137840,167340,3,1264,8,7,2019,8/7/2019,0,0,196000
5030199,29500,128024,157524,2,1202,1,30,2020,1/30/2020,0,0,187500
5030237,29500,124667,154167,2,1268,12,29,2020,12/29/2020,0,0,185000
8006158,37000,0,37000,3,1666,10,19,2020,10/19/2020,0,0,243000
8006159,37000,0,37000,3,1516,4,28,2020,4/28/2020,0,0,227000
8006160,37000,0,37000,3,1617,6,23,2020,6/23/2020,0,0,243000
8006161,37000,0,37000,3,1666,8,27,2020,8/27/2020,0,0,237500
8006162,37000,0,37000,5,2522,6,26,2020,6/26/2020,0,0,276500
8006163,37000,0,37000,3,1516,2,3,2020,2/3/2020,0,0,228100
8006164,37000,0,37000,3,1617,6,17,2020,6/17/2020,0,0,237000
8006165,37000,0,37000,3,1541,8,14,2020,8/14/2020,0,0,234500
8006166,37000,0,37000,3,1666,8,10,2020,8/10/2020,0,0,235000
8006167,37000,0,37000,3,1516,6,16,2020,6/16/2020,0,0,225000
8006168,37000,0,37000,3,1666,9,15,2020,9/15/2020,0,0,235600
8006169,37000,0,37000,3,1617,4,29,2020,4/29/2020,0,0,237000
8000288,30000,210534,240534,3,1541,6,19,2019,6/19/2019,0,0,304800
8000289,30000,0,30000,4,1767,12,29,2020,12/29/2020,0,0,337700
8000290,30000,239365,269365,4,2249,9,6,2019,9/6/2019,0,0,315100
8000291,30000,252576,282576,3,2135,9,6,2019,9/6/2019,0,0,302600
8000292,30000,249722,279722,4,2082,6,18,2020,6/18/2020,0,0,315000
5031888,18700,153148,171848,2,1676,8,27,2020,8/27/2020,0,0,219000
5032094,18700,132502,151202,2,1291,11,20,2018,11/20/2018,0,0,180000
5032094,18700,132502,151202,2,1291,8,29,2017,8/29/2017,0,0,165000
5032094,18700,132502,151202,2,1291,6,30,2020,6/30/2020,0,0,204500
5032108,18700,140889,159589,2,1459,3,2,2017,3/2/2017,0,0,168900
5032141,18700,154368,173068,2,1740,3,10,2017,3/10/2017,0,0,167200
5032230,18700,148787,167487,3,1695,7,26,2018,7/26/2018,0,0,179900
5032230,18700,148787,167487,3,1695,5,28,2019,5/28/2019,0,0,195000
8000294,30000,228262,258262,3,1816,7,29,2019,7/29/2019,0,0,297500
8000297,30000,253601,283601,3,2116,6,14,2019,6/14/2019,0,0,316900
8000300,30000,222204,252204,3,1632,12,30,2019,12/30/2019,0,0,295000
8000301,30000,0,30000,3,2173,12,23,2020,12/23/2020,0,0,445700
8006170,37000,0,37000,5,2522,3,30,2020,3/30/2020,0,0,270000
8006171,37000,0,37000,3,1666,8,27,2020,8/27/2020,0,0,235000
8006173,37000,0,37000,3,1617,6,10,2020,6/10/2020,0,0,234000
8006174,37000,0,37000,3,1516,1,24,2020,1/24/2020,0,0,233100
8006175,37000,0,37000,3,1685,11,20,2020,11/20/2020,0,0,270000
5033902,42000,101238,143238,2,1747,7,26,2018,7/26/2018,0,0,155000
5033929,42000,75730,117730,2,1076,1,8,2020,1/8/2020,0,0,137000
5033252,68250,312624,380874,4,2880,4,11,2018,4/11/2018,0,1,450000
5033252,68250,312624,380874,4,2880,12,1,2020,12/1/2020,0,1,539900
8000414,9459,104951,114410,3,1768,1,29,2019,1/29/2019,0,1,151000
5033945,42000,98161,140161,2,1499,2,12,2020,2/12/2020,0,0,165000
8006176,37000,0,37000,5,2880,6,18,2020,6/18/2020,0,0,324000
8006177,37000,0,37000,4,1827,11,9,2020,11/9/2020,0,0,275000
8000394,1346940,2516521,3863461,,,7,22,2019,7/22/2019,0,0,5725000
8000479,59000,0,59000,3,1832,12,29,2020,12/29/2020,0,0,395500
8000480,48000,214181,262181,3,1720,5,20,2019,5/20/2019,0,0,312500
8000481,48000,209163,257163,3,1724,6,7,2019,6/7/2019,0,0,305000
8000492,48000,218029,266029,3,1734,12,6,2019,12/6/2019,0,0,320000
3571347,0,150305,150305,1,595,11,7,2019,11/7/2019,0,0,173800
8000493,48000,215053,263053,3,1729,4,8,2019,4/8/2019,0,0,304900
8000523,55000,0,55000,3,2557,6,10,2020,6/10/2020,0,0,446300
5034917,42000,77719,119719,2,1205,5,1,2020,5/1/2020,0,0,145000
5034933,40000,83339,123339,2,1370,10,2,2020,10/2/2020,0,0,120000
5034941,42000,71684,113684,2,1036,7,27,2018,7/27/2018,0,0,142000
5035069,42000,102673,144673,3,1390,1,3,2017,1/3/2017,0,0,135000
5035107,42000,93788,135788,2,1244,6,4,2019,6/4/2019,0,0,140000
5035336,100000,100459,200459,3,1845,3,14,2018,3/14/2018,0,0,240000
5035549,36000,89453,125453,2,1511,11,29,2018,11/29/2018,0,0,125000
5035590,36000,100803,136803,2,1509,6,15,2018,6/15/2018,0,0,146700
5035611,36000,62406,98406,2,936,8,31,2017,8/31/2017,0,0,114000
5035662,40000,74797,114797,2,1098,3,3,2017,3/3/2017,0,0,120000
5035662,40000,74797,114797,2,1098,11,14,2019,11/14/2019,0,0,140000
6394652,20000,165497,185497,3,1842,4,16,2020,4/16/2020,0,0,210000
8000524,55000,251545,306545,3,2075,4,23,2019,4/23/2019,0,0,324000
8000526,55000,0,55000,3,1826,10,23,2020,10/23/2020,0,0,396000
8000531,55000,239953,294953,3,2016,4,23,2019,4/23/2019,0,0,344000
8000532,55000,265661,320661,3,2588,9,10,2019,9/10/2019,0,0,350000
8006178,37000,0,37000,3,1685,12,8,2020,12/8/2020,0,0,270000
8006179,37000,0,37000,5,2594,8,26,2020,8/26/2020,0,0,310000
8006180,37000,0,37000,4,1846,12,9,2020,12/9/2020,0,0,273500
8006183,37000,0,37000,5,2594,11,12,2020,11/12/2020,0,0,318900
8006184,37000,0,37000,4,1846,9,8,2020,9/8/2020,0,0,282000
8006185,37000,0,37000,3,1794,11,24,2020,11/24/2020,0,0,277200
8006186,37000,0,37000,4,1841,11,24,2020,11/24/2020,0,0,282000
8006189,37000,0,37000,4,1846,11,27,2020,11/27/2020,0,0,279500
8006191,37000,0,37000,4,1827,12,22,2020,12/22/2020,0,0,274000
3056299,34705,145304,180009,3,2175,12,16,2020,12/16/2020,0,0,365000
8006219,37000,0,37000,3,1617,12,22,2020,12/22/2020,0,0,257500
8006259,37000,0,37000,4,1841,12,17,2020,12/17/2020,0,0,283000
5037886,23125,215653,238778,5,2938,10,11,2018,10/11/2018,0,1,30000
