parid,aprland,aprbldg,aprtot,rmbed,sfla,sale_month,sale_day,sale_year,sale_date,water_front,vegetation_front,price
6818533,37000,179649,216649,4,2010,8,15,2018,8/15/2018,0,1,240000
6889228,29000,126623,155623,3,1468,6,14,2019,6/14/2019,1,0,195500
6911525,656355,0,656355,,,2,14,2019,2/14/2019,1,0,900000
6928894,93520,262112,355632,3,2146,3,30,2017,3/30/2017,0,0,415000
6928908,98735,240243,338978,3,1838,11,15,2017,11/15/2017,0,0,385000
6928916,98735,221391,320126,3,2042,2,9,2018,2/9/2018,0,0,370000
6920591,26000,156337,182337,4,1812,10,19,2017,10/19/2017,0,1,203000
6933901,25608,209446,235054,4,2465,5,1,2017,5/1/2017,0,0,250000
6933944,25064,193572,218636,4,2522,1,1,2019,1/1/2019,0,0,262500
7841304,39200,209945,249145,3,2072,6,28,2019,6/28/2019,0,0,288900
7076535,31000,158322,189322,3,1760,5,23,2017,5/23/2017,1,0,193000
7076535,31000,158322,189322,3,1760,10,28,2020,10/28/2020,1,0,265000
7076608,31000,160635,191635,3,1686,8,19,2019,8/19/2019,1,0,225000
7162440,98010,292023,390033,3,2695,10,12,2018,10/12/2018,0,0,450000
7184443,37548,120318,157866,,,2,13,2017,2/13/2017,0,0,152200
7184478,56196,155338,211534,,,2,13,2017,2/13/2017,0,0,240000
6932042,12000,119368,131368,3,975,5,1,2020,5/1/2020,0,1,164900
7188643,10584,67266,77850,3,1369,7,20,2017,7/20/2017,1,0,86000
7233886,40700,237693,278393,4,2794,7,10,2017,7/10/2017,0,0,278000
7233894,40700,255509,296209,4,2908,3,27,2019,3/27/2019,0,0,325000
7925273,30000,207211,237211,4,2022,1,14,2019,1/14/2019,0,0,251200
7233894,40700,255509,296209,4,2908,2,25,2020,2/25/2020,0,0,328500
7933390,62500,227400,289900,3,1685,11,30,2018,11/30/2018,0,0,301000
7910683,66000,487144,553144,4,3293,11,8,2019,11/8/2019,0,1,630000
7233908,40700,237693,278393,4,2794,2,26,2019,2/26/2019,0,0,295000
7953668,37000,201842,238842,4,2476,1,30,2019,1/30/2019,0,0,255700
7978326,18000,140598,158598,3,1687,1,9,2019,1/9/2019,0,0,193000
7978334,18000,140598,158598,3,1687,4,19,2019,4/19/2019,0,0,180000
7985969,47000,282380,329380,4,2744,7,11,2019,7/11/2019,0,0,400400
8000102,32000,189100,221100,3,1865,1,30,2020,1/30/2020,0,0,258000
8003718,62500,0,62500,3,2191,11,13,2020,11/13/2020,0,0,394500
7658569,24000,200333,224333,4,1983,12,27,2018,12/27/2018,1,0,271000
7658623,24000,221905,245905,4,2580,5,4,2017,5/4/2017,1,0,275900
7411431,34000,181113,215113,3,2081,2,22,2019,2/22/2019,1,1,236900
7411474,34000,181113,215113,3,2081,3,18,2020,3/18/2020,1,1,248000
7663449,65000,183798,248798,2,1649,2,23,2017,2/23/2017,1,0,253400
7663465,65000,184099,249099,2,1651,3,29,2019,3/29/2019,1,0,285000
7701600,35000,197445,232445,3,2073,5,15,2019,5/15/2019,0,0,270000
7701707,35000,212306,247306,3,2541,12,28,2020,12/28/2020,0,0,325000
7701499,35000,193126,228126,4,1983,8,10,2018,8/10/2018,1,0,258500
7701502,40000,192417,232417,3,1983,7,18,2019,7/18/2019,1,0,286500
7701740,40000,192780,232780,3,1983,5,26,2020,5/26/2020,1,0,274900
7701821,40000,213150,253150,3,2547,1,9,2019,1/9/2019,1,0,283000
7701847,31000,186199,217199,4,1920,8,23,2017,8/23/2017,1,0,248000
7728494,50000,291695,341695,4,2466,12,4,2019,12/4/2019,0,0,410000
2451114,18000,193152,211152,3,1621,6,25,2020,6/25/2020,0,0,258500
3932684,20800,159214,180014,3,2432,5,4,2017,5/4/2017,0,0,172000
7753146,30500,168044,198544,3,1830,2,16,2018,2/16/2018,0,0,212000
7753162,30500,168228,198728,4,1846,4,27,2017,4/27/2017,0,0,209000
7757559,50000,194598,244598,2,1928,4,7,2017,4/7/2017,0,0,257700
7757567,50000,194877,244877,2,1928,5,19,2017,5/19/2017,0,0,258700
2045744,11770,139221,150991,3,1512,3,6,2020,3/6/2020,0,1,195500
2047054,12100,154077,166177,3,1438,6,4,2019,6/4/2019,0,1,187900
7757516,50000,204815,254815,3,2005,8,14,2017,8/14/2017,0,1,258300
7757575,50000,220722,270722,3,2206,9,22,2017,9/22/2017,0,0,307800
7775085,31500,170360,201860,2,1510,7,30,2019,7/30/2019,0,1,220000
7775174,31500,169044,200544,2,1510,9,3,2020,9/3/2020,0,1,247900
7814391,34700,186552,221252,3,1695,8,7,2018,8/7/2018,0,1,35100
7815923,37000,195348,232348,3,2053,5,3,2018,5/3/2018,0,0,260000
7870746,30000,179016,209016,3,1760,6,22,2017,6/22/2017,1,0,219000
7870754,30000,181542,211542,3,1721,7,28,2017,7/28/2017,1,0,202000
7870762,30000,212404,242404,5,2696,9,4,2020,9/4/2020,1,0,343000
7870762,30000,212404,242404,5,2696,7,28,2017,7/28/2017,1,0,259000
7870819,30000,161265,191265,3,1584,6,30,2017,6/30/2017,1,0,200000
2183462,27956,112018,139974,3,1640,9,11,2019,9/11/2019,0,1,160000
7870819,30000,161265,191265,3,1584,4,7,2020,4/7/2020,1,0,225000
7871131,32500,181298,213798,3,1711,11,13,2019,11/13/2019,0,0,258500
7871131,32500,181298,213798,3,1711,6,28,2018,6/28/2018,0,0,240000
7871459,32500,191232,223732,4,1867,7,31,2018,7/31/2018,0,0,250000
7871378,32500,189582,222082,4,1867,12,21,2017,12/21/2017,1,0,247000
7871467,32500,178889,211389,3,1711,7,31,2018,7/31/2018,1,0,233000
7873460,40000,0,40000,3,2450,11,17,2020,11/17/2020,1,0,294400
7887274,266085,601224,867309,,,4,21,2017,4/21/2017,0,0,995000
7894874,18432,0,18432,,,11,20,2020,11/20/2020,0,0,25000
7897393,48000,336013,384013,4,2521,12,24,2018,12/24/2018,0,0,461800
7897865,49000,245950,294950,3,1829,9,18,2017,9/18/2017,1,0,291400
7899108,440303,544798,985101,,,3,28,2018,3/28/2018,0,0,515000
7907135,65000,260494,325494,3,2206,12,6,2018,12/6/2018,1,0,349900
7913747,2700464,24649379,27349843,,,4,4,2018,4/4/2018,0,0,30789171
7927110,6150,180040,186190,3,1644,4,27,2018,4/27/2018,1,0,213000
7928957,15000,171075,186075,2,1515,7,25,2019,7/25/2019,1,0,227000
7928965,15000,180229,195229,3,1651,6,18,2019,6/18/2019,1,0,230000
7932318,78551,0,78551,3,2454,11,30,2020,11/30/2020,0,0,604000
7932326,80965,0,80965,3,2724,5,31,2019,5/31/2019,0,0,110000
7939738,30000,204002,234002,2,1563,10,12,2018,10/12/2018,1,0,269000
7939762,35000,303672,338672,3,2067,9,7,2018,9/7/2018,1,0,333100
7940345,44000,201708,245708,2,1606,9,30,2020,9/30/2020,0,0,320000
7955300,21500,144237,165737,2,1378,5,22,2018,5/22/2018,0,0,197400
7978407,18000,136729,154729,2,1636,8,14,2019,8/14/2019,1,0,190000
7981165,9450,184810,194260,3,1736,5,10,2019,5/10/2019,0,0,231000
7978776,18000,0,18000,2,1636,7,8,2020,7/8/2020,0,1,194000
7981394,13500,171075,184575,2,1515,4,15,2020,4/15/2020,1,0,219000
7982056,12000,180267,192267,2,1633,9,9,2020,9/9/2020,1,0,238500
7985829,41000,0,41000,3,2113,4,28,2020,4/28/2020,0,0,348400
8000890,65000,0,65000,2,1898,12,10,2020,12/10/2020,1,0,333200
8000891,65000,0,65000,3,2191,6,19,2020,6/19/2020,1,0,436600
8000893,65000,0,65000,3,2013,7,1,2020,7/1/2020,1,0,396400
8000896,65000,0,65000,3,2013,7,13,2020,7/13/2020,1,0,380400
8000898,65000,0,65000,3,2191,8,27,2020,8/27/2020,1,0,372200
8000899,65000,260740,325740,3,2191,10,12,2019,10/12/2019,1,0,366800
8000901,55000,260740,315740,5,2191,9,6,2019,9/6/2019,1,0,354600
8001720,64000,324442,388442,3,2575,3,13,2019,3/13/2019,0,0,418900
8001693,64000,226476,290476,2,1681,4,12,2019,4/12/2019,0,0,275100
8001694,64000,263834,327834,2,2067,4,10,2019,4/10/2019,0,0,362600
8002578,33500,173248,206748,3,1476,12,18,2018,12/18/2018,0,0,231000
8002711,19600,0,19600,4,1806,8,27,2020,8/27/2020,0,0,258000
8002379,9900,153930,163830,3,1438,2,4,2019,2/4/2019,0,1,190000
8003281,37000,0,37000,4,2469,9,4,2020,9/4/2020,0,1,45300
8002712,19600,0,19600,3,1736,8,26,2020,8/26/2020,1,0,247000
8002565,37500,213215,250715,4,1896,12,12,2018,12/12/2018,0,0,271100
8003543,68000,353258,421258,3,2402,12,5,2019,12/5/2019,0,0,513400
8004477,68000,389695,457695,3,2247,8,5,2019,8/5/2019,1,0,495200
8004811,30238,182580,212818,3,1706,7,29,2019,7/29/2019,0,0,241000
8004812,30238,187237,217475,4,1836,6,28,2019,6/28/2019,0,0,256000
8005132,7843,0,7843,,,12,9,2020,12/9/2020,0,0,281000
8005134,7843,0,7843,,,12,15,2020,12/15/2020,0,0,304500
8005279,62000,0,62000,2,2339,3,23,2020,3/23/2020,0,0,486100
6263701,0,382660,382660,3,2215,2,28,2019,2/28/2019,0,0,450000
8007116,6267,0,6267,4,2621,9,29,2020,9/29/2020,0,1,371300
8007033,92,0,92,3,1624,8,18,2020,8/18/2020,0,0,218000
8007104,6267,0,6267,4,2735,10,29,2020,10/29/2020,0,0,379000
8007106,6267,0,6267,4,2621,9,30,2020,9/30/2020,0,0,359500
8007405,6816,0,6816,,,12,7,2020,12/7/2020,0,0,479700
8007634,25000,0,25000,3,1706,9,28,2020,9/28/2020,0,0,255800
8007770,25000,0,25000,3,1706,5,28,2020,5/28/2020,0,0,241000
8008297,155000,0,155000,4,3318,5,11,2020,5/11/2020,0,1,950000
8008362,694717,0,694717,,,9,24,2020,9/24/2020,0,1,4817400
8008513,24969,0,24969,,,1,31,2020,1/31/2020,0,1,45000
8002568,37500,189458,226958,3,1592,12,13,2018,12/13/2018,0,0,259800
5132684,30500,142244,172744,3,1448,11,23,2020,11/23/2020,0,0,225000
8008513,24969,0,24969,,,5,25,2017,5/25/2017,0,1,182500
8008800,8208,0,8208,,,11,2,2020,11/2/2020,1,1,82500
8008802,8208,0,8208,,,6,19,2020,6/19/2020,1,1,75000
3372034,90741,200317,291058,3,1899,5,10,2019,5/10/2019,0,1,310000
7234211,40700,224756,265456,3,2220,12,4,2020,12/4/2020,0,0,370000
3209036,16430,151601,168031,4,2252,10,26,2020,10/26/2020,0,0,255000
2803975,23200,131910,155110,3,1547,10,12,2020,10/12/2020,0,0,203000
5019110,22668,183977,206645,3,1590,7,7,2020,7/7/2020,1,0,285000
8008477,0,6300,6300,,,8,11,2020,8/11/2020,0,0,385000
7842645,12000,136031,148031,3,1098,8,28,2020,8/28/2020,0,1,192000
7842645,12000,136031,148031,3,1098,11,28,2018,11/28/2018,0,1,161000
2199580,20948,87889,108837,2,927,5,21,2020,5/21/2020,0,0,170000
3532619,0,96570,96570,1,725,8,31,2018,8/31/2018,0,0,95000
4646272,0,393498,393498,2,1263,1,16,2020,1/16/2020,0,0,450000
8002573,37500,186635,224135,3,1592,11,16,2018,11/16/2018,0,0,250000
8002574,37500,210969,248469,4,1896,4,3,2019,4/3/2019,0,0,281100
8002575,37500,253596,291096,6,2778,9,20,2019,9/20/2019,0,0,322600
8002576,37500,214023,251523,3,1960,12,18,2018,12/18/2018,0,0,288000
2191520,23831,182613,206444,3,1570,4,20,2018,4/20/2018,0,1,215500
2441739,22310,147007,169317,3,1300,8,28,2019,8/28/2019,0,0,210500
2443332,18000,122285,140285,3,1228,5,1,2017,5/1/2017,0,0,133000
2443456,19877,169211,189088,3,1395,7,30,2020,7/30/2020,0,0,234000
2647485,21675,99065,120740,2,1071,6,5,2018,6/5/2018,0,0,155500
8003139,40000,230184,270184,2,1771,5,1,2020,5/1/2020,0,0,320000
8003139,40000,230184,270184,2,1771,3,21,2019,3/21/2019,0,0,289400
8003200,40000,242971,282971,2,1681,4,29,2019,4/29/2019,0,0,363500
8003202,40000,285797,325797,2,2067,5,30,2019,5/30/2019,0,0,385500
2804599,27820,142296,170116,3,1751,5,25,2018,5/25/2018,1,0,175000
2804696,23200,56970,80170,2,768,9,18,2020,9/18/2020,0,0,154000
2804734,23200,188365,211565,4,2208,2,11,2019,2/11/2019,0,0,250000
8003506,49000,230957,279957,3,1848,9,11,2019,9/11/2019,0,0,309100
2833815,23200,0,23200,,,10,28,2020,10/28/2020,0,0,42000
8003522,35000,353897,388897,3,2575,10,21,2019,10/21/2019,0,0,417200
8003523,63000,357671,420671,3,2575,11,21,2019,11/21/2019,0,0,515200
8003524,63000,330606,393606,2,2347,10,21,2019,10/21/2019,0,0,510000
8003525,63000,373204,436204,2,2347,10,21,2019,10/21/2019,0,0,600600
8003538,68000,287465,355465,2,2067,11,21,2019,11/21/2019,0,0,409800
2845325,18400,90689,109089,2,954,6,5,2020,6/5/2020,0,0,145000
8003539,68000,268210,336210,2,1922,11,14,2019,11/14/2019,0,0,410300
8003540,68000,265280,333280,2,1922,12,4,2019,12/4/2019,0,0,363200
8003541,68000,269452,337452,2,1922,12,4,2019,12/4/2019,0,0,393600
8003542,68000,268210,336210,2,1922,12,9,2019,12/9/2019,0,0,372500
2852887,22526,166605,189131,4,1831,10,23,2019,10/23/2019,0,0,235000
2853654,27575,168986,196561,3,1894,2,23,2018,2/23/2018,0,0,197000
2854316,23600,129255,152855,3,1435,10,22,2020,10/22/2020,0,0,220000
8003544,68000,304995,372995,2,2067,12,5,2019,12/5/2019,0,0,473300
2860341,20400,139971,160371,3,1796,12,28,2018,12/28/2018,0,0,179900
2860359,20487,120209,140696,3,1232,4,26,2019,4/26/2019,0,0,187000
2860375,21591,449,22040,,,8,20,2020,8/20/2020,0,0,34500
2863871,23200,117171,140371,3,1190,9,28,2017,9/28/2017,0,0,149900
2863951,22712,153246,175958,3,1521,10,19,2017,10/19/2017,1,0,170000
2864001,19845,43742,63587,3,864,9,18,2020,9/18/2020,1,0,87000
8003548,68000,293304,361304,2,2067,12,5,2019,12/5/2019,0,0,395800
8003549,63000,275206,338206,2,1681,12,17,2019,12/17/2019,0,0,428100
8003550,63000,292062,355062,2,2067,12,17,2019,12/17/2019,0,0,380000
8003551,63000,290901,353901,2,2067,12,17,2019,12/17/2019,0,0,400200
2865601,21376,169335,190711,3,1612,6,16,2017,6/16/2017,0,0,14500
2866594,25683,114342,140025,2,1001,7,2,2019,7/2/2019,0,0,175000
2866608,23780,123707,147487,2,1232,10,28,2019,10/28/2019,0,0,167000
2866632,23200,0,23200,3,1470,12,8,2020,12/8/2020,0,0,233900
2866632,23200,0,23200,3,1470,1,11,2019,1/11/2019,0,0,28000
2866811,27747,154229,181976,3,1465,9,6,2017,9/6/2017,0,0,15000
8003555,63000,288449,351449,2,2116,12,17,2019,12/17/2019,0,0,362600
8003568,42000,226030,268030,3,1848,8,22,2019,8/22/2019,0,0,323700
8003569,42000,0,42000,2,1608,6,11,2020,6/11/2020,0,0,292300
8003570,39900,221976,261876,2,1771,8,22,2019,8/22/2019,0,0,315200
8003571,39900,202571,242471,2,1563,10,31,2019,10/31/2019,0,0,287200
8003614,272000,0,272000,,,7,19,2018,7/19/2018,0,1,300000
8003611,350350,743620,1093970,,,1,3,2020,1/3/2020,0,0,3453800
8003634,50000,224344,274344,3,2185,8,22,2019,8/22/2019,0,0,310500
8003635,50000,210059,260059,3,2024,3,25,2019,3/25/2019,0,0,301600
8003637,50000,0,50000,3,2024,7,24,2020,7/24/2020,0,0,300100
8003638,50000,260940,310940,2,2691,6,7,2019,6/7/2019,0,0,339700
8003646,50000,164154,214154,2,1512,7,2,2019,7/2/2019,0,0,252000
8003657,50000,0,50000,3,2185,6,23,2020,6/23/2020,0,0,328300
8003658,50000,0,50000,4,2225,9,29,2020,9/29/2020,0,0,349300
8003660,50000,0,50000,3,2024,8,10,2020,8/10/2020,0,0,316500
8003661,50000,0,50000,3,2199,7,16,2020,7/16/2020,0,0,316200
3252616,30000,139231,169231,2,1712,11,15,2019,11/15/2019,1,0,200000
3885449,427500,515829,943329,3,2598,9,28,2017,9/28/2017,1,0,975000
8003026,40000,204853,244853,2,1608,11,25,2019,11/25/2019,0,0,290100
8003078,62000,263505,325505,2,1922,9,12,2019,9/12/2019,0,0,368000
7913747,2700464,24649379,27349843,,,3,29,2017,3/29/2017,0,0,3217500
7911094,69300,486691,555991,5,3641,12,29,2017,12/29/2017,0,1,638600
8003042,40000,223429,263429,2,1778,8,8,2019,8/8/2019,0,0,306800
8003043,40000,204853,244853,2,1608,10,7,2019,10/7/2019,0,0,296500
8003044,40000,223429,263429,2,1778,6,25,2019,6/25/2019,0,0,317300
2895578,21600,184277,205877,4,2201,9,7,2018,9/7/2018,0,0,230000
7921081,14413,0,14413,,,5,10,2017,5/10/2017,0,1,16900
2897007,21200,171880,193080,3,1734,9,11,2018,9/11/2018,0,0,190000
2898216,21200,162683,183883,3,1632,8,31,2018,8/31/2018,0,0,220000
2899832,24547,156165,180712,3,1587,3,20,2019,3/20/2019,0,0,186000
2901152,23328,167328,190656,3,1747,12,30,2020,12/30/2020,0,0,230000
2902132,22515,155826,178341,4,1796,3,29,2019,3/29/2019,0,0,213000
2902337,24000,0,24000,,,4,4,2019,4/4/2019,0,0,23000
2902451,24000,123577,147577,3,1403,10,10,2017,10/10/2017,0,0,155000
2903635,26775,226013,252788,5,2761,10,19,2018,10/19/2018,0,0,300000
2903651,24000,125113,149113,3,1550,7,12,2019,7/12/2019,0,0,215000
2904488,22410,0,22410,,,7,29,2020,7/29/2020,0,0,15500
2904518,26406,188919,215325,3,1972,7,19,2018,7/19/2018,0,0,255000
2905336,23904,233083,256987,3,2688,11,17,2017,11/17/2017,0,0,255000
2905379,24939,192844,217783,3,2163,3,30,2018,3/30/2018,0,0,233500
2905468,24000,100702,124702,3,1208,5,15,2018,5/15/2018,0,0,155000
2905476,24000,129172,153172,3,1727,10,13,2017,10/13/2017,0,0,168000
2905506,24000,112253,136253,3,1224,2,28,2018,2/28/2018,0,0,156000
2905522,25647,152721,178368,3,1869,1,10,2020,1/10/2020,0,0,200000
7924552,30000,202373,232373,4,2022,8,23,2019,8/23/2019,0,0,260300
2905689,24000,108611,132611,4,1388,4,3,2018,4/3/2018,0,0,145500
2905743,24000,113752,137752,3,1381,3,21,2017,3/21/2017,0,0,120000
2905824,24000,133972,157972,3,1698,4,2,2019,4/2/2019,0,0,184900
2905905,24000,158111,182111,3,1432,1,17,2019,1/17/2019,0,0,214000
2905972,24000,115922,139922,2,1470,6,21,2018,6/21/2018,0,0,164900
2905999,24000,143935,167935,3,1581,8,30,2018,8/30/2018,0,0,179600
2906031,24000,184946,208946,3,2236,5,22,2020,5/22/2020,0,0,263400
2906120,24000,133631,157631,2,1572,8,28,2018,8/28/2018,0,0,170000
2906316,24000,108436,132436,2,1299,4,13,2017,4/13/2017,0,0,141000
2906324,24000,111801,135801,3,1190,5,12,2017,5/12/2017,0,0,146000
2906511,24240,135146,159386,3,1686,7,31,2018,7/31/2018,0,0,195500
2906545,24240,158093,182333,3,1554,3,20,2018,3/20/2018,0,0,189900
2906618,22410,209627,232037,3,2208,5,18,2017,5/18/2017,0,0,223000
2906723,24000,143918,167918,3,1749,5,7,2018,5/7/2018,0,0,195000
2906782,24000,172384,196384,4,1822,10,9,2019,10/9/2019,0,0,239900
2906791,24000,172141,196141,3,1730,9,26,2018,9/26/2018,0,0,239200
2906804,24000,134029,158029,3,1575,9,24,2020,9/24/2020,0,0,215000
2906812,24000,170873,194873,3,2004,1,9,2019,1/9/2019,0,0,223000
2906839,24000,0,24000,3,1604,3,20,2020,3/20/2020,0,0,242714
2907011,24000,0,24000,3,1604,3,15,2018,3/15/2018,0,0,26000
2907011,24000,0,24000,3,1604,5,8,2020,5/8/2020,0,0,242900
2907118,24000,111063,135063,3,1314,11,5,2019,11/5/2019,0,0,173000
2907126,24000,147065,171065,3,1820,4,20,2017,4/20/2017,0,0,185000
2907151,24000,130407,154407,3,1270,12,16,2020,12/16/2020,0,0,237000
2907274,24000,229190,253190,4,2467,11,20,2018,11/20/2018,0,0,274900
2907347,26400,122105,148505,3,1731,8,9,2019,8/9/2019,0,0,150000
2907487,24000,177903,201903,3,1790,8,31,2018,8/31/2018,0,0,235000
2907894,23172,112087,135259,3,1205,7,16,2019,7/16/2019,0,0,169900
2907924,25473,132189,157662,3,1412,5,22,2019,5/22/2019,0,0,178500
2907941,27120,84272,111392,2,1176,3,9,2020,3/9/2020,0,0,135000
2908017,24696,100950,125646,2,1210,5,11,2018,5/11/2018,0,0,140000
2908025,23205,171366,194571,3,2124,9,24,2019,9/24/2019,0,0,217000
2908084,24000,171644,195644,3,1804,4,30,2018,4/30/2018,0,0,240000
2908106,24000,174675,198675,3,2164,11,30,2020,11/30/2020,0,0,252000
2908106,24000,174675,198675,3,2164,2,28,2019,2/28/2019,0,0,209900
2908467,25680,146229,171909,3,1716,2,21,2018,2/21/2018,0,0,197000
2908548,24480,113897,138377,3,1212,6,29,2017,6/29/2017,0,0,145100
2909137,22880,115697,138577,3,1288,4,16,2018,4/16/2018,0,0,150000
2909153,20670,83247,103917,3,816,11,19,2019,11/19/2019,0,0,125000
2909757,19500,85754,105254,3,1357,4,9,2020,4/9/2020,0,0,195000
2909773,26260,100127,126387,3,1356,4,19,2017,4/19/2017,0,0,137500
2909820,24700,113585,138285,3,1030,5,25,2017,5/25/2017,0,0,116000
2909838,26260,127663,153923,3,1288,2,7,2017,2/7/2017,0,0,132000
2909846,19500,111085,130585,2,1176,11,12,2019,11/12/2019,0,0,154000
2910887,23702,110799,134501,3,929,12,14,2018,12/14/2018,0,0,117400
2910887,23702,110799,134501,3,929,4,18,2019,4/18/2019,0,0,160000
2910909,21341,84792,106133,3,852,11,25,2020,11/25/2020,0,0,176000
2910925,20946,59536,80482,2,754,6,4,2018,6/4/2018,0,0,89900
2911271,20020,84018,104038,2,682,12,23,2020,12/23/2020,0,0,129000
2911271,20020,84018,104038,2,682,5,1,2018,5/1/2018,0,0,108900
2911310,19760,88185,107945,2,694,1,25,2019,1/25/2019,0,0,130000
2911310,19760,88185,107945,2,694,12,19,2017,12/19/2017,0,0,114000
2911328,19760,64163,83923,2,880,2,22,2019,2/22/2019,0,0,92900
2911387,21538,73119,94657,2,912,11,30,2020,11/30/2020,0,0,123500
2913151,21600,168788,190388,4,1728,9,29,2017,9/29/2017,0,0,189900
2911417,24905,77557,102462,2,983,8,18,2017,8/18/2017,0,0,80000
2911484,21255,65469,86724,3,864,7,27,2020,7/27/2020,0,0,143500
2911590,24066,74624,98690,2,730,9,19,2017,9/19/2017,0,0,84000
2911638,21341,82142,103483,2,844,8,29,2019,8/29/2019,0,0,127000
2911671,20220,115360,135580,3,1104,5,19,2017,5/19/2017,0,0,120000
2911751,19500,94789,114289,3,1196,8,13,2020,8/13/2020,0,0,180000
2911794,19500,55395,74895,2,694,3,19,2018,3/19/2018,0,0,70000
2911867,19500,90060,109560,3,864,4,27,2018,4/27/2018,0,0,118000
2911883,19500,65277,84777,2,838,1,3,2019,1/3/2019,0,0,105000
2912189,18490,101713,120203,2,1101,8,19,2020,8/19/2020,0,0,165000
2912260,21600,172778,194378,4,1890,5,22,2017,5/22/2017,0,0,165000
2912448,21600,137798,159398,3,1636,1,24,2020,1/24/2020,0,0,194000
2912693,21600,163300,184900,3,1700,5,21,2018,5/21/2018,0,0,199900
2912715,21600,119270,140870,2,1197,4,27,2017,4/27/2017,0,0,131000
2912766,21511,143561,165072,3,1617,2,12,2019,2/12/2019,0,0,182200
2912936,21600,144000,165600,5,1844,5,31,2019,5/31/2019,0,0,225000
2912944,21600,182957,204557,3,1571,6,6,2019,6/6/2019,0,0,220000
2912952,21600,207147,228747,4,1970,5,31,2018,5/31/2018,0,0,250000
2912961,21600,159061,180661,3,1571,11,29,2018,11/29/2018,0,0,215000
2913037,21600,109292,130892,3,1132,5,30,2017,5/30/2017,0,0,135500
2913061,21600,106237,127837,3,1066,10,25,2017,10/25/2017,0,0,132000
2913215,23082,107139,130221,3,1076,1,22,2019,1/22/2019,0,0,145000
2913355,21600,182324,203924,4,2108,9,13,2019,9/13/2019,0,0,219900
2913401,21600,125960,147560,3,1276,6,25,2019,6/25/2019,0,0,162000
2913444,21600,101641,123241,3,1211,4,4,2018,4/4/2018,0,0,137300
2913525,21600,109464,131064,3,1188,10,22,2018,10/22/2018,0,0,142800
2913541,21600,117779,139379,3,1247,7,26,2017,7/26/2017,0,0,138000
2913681,20841,115240,136081,3,1262,3,26,2019,3/26/2019,0,0,147000
2913789,21600,0,21600,3,1579,12,20,2019,12/20/2019,0,0,224000
2913851,21600,128939,150539,3,1288,4,13,2017,4/13/2017,0,0,129500
2913908,21600,114493,136093,3,1096,9,24,2018,9/24/2018,0,0,163000
2913932,21600,189822,211422,4,2781,5,17,2018,5/17/2018,0,0,215000
2913975,21600,115454,137054,3,1152,11,3,2017,11/3/2017,0,0,162000
2914076,16664,113669,130333,3,1220,1,23,2018,1/23/2018,0,0,146000
2914165,22634,112811,135445,3,1172,6,17,2019,6/17/2019,0,0,167000
2914203,21600,0,21600,3,1389,10,28,2020,10/28/2020,0,0,224900
2914416,21600,81952,103552,3,972,2,21,2020,2/21/2020,0,0,155000
2914424,21600,70560,92160,2,768,2,14,2020,2/14/2020,0,0,124900
2914483,21600,117141,138741,3,1263,6,28,2019,6/28/2019,0,0,175000
2914670,22272,159398,181670,3,1676,6,19,2020,6/19/2020,0,0,220000
2914734,26062,88498,114560,3,1457,10,19,2018,10/19/2018,0,0,139900
2914769,22073,134552,156625,3,1548,11,15,2018,11/15/2018,0,0,162000
2914777,19497,80856,100353,3,1104,7,15,2020,7/15/2020,0,0,165000
2914807,20889,84129,105018,3,1232,8,27,2020,8/27/2020,0,0,147500
2915030,22073,100564,122637,3,1003,7,13,2017,7/13/2017,0,0,110000
2915048,22073,82384,104457,3,1067,9,30,2019,9/30/2019,0,0,119900
2915099,22073,88232,110305,2,920,9,16,2020,9/16/2020,0,0,150000
2915145,22073,89638,111711,3,1050,5,30,2018,5/30/2018,0,0,109000
2915285,20250,70698,90948,3,1050,7,13,2020,7/13/2020,0,0,145000
2915293,20250,66129,86379,2,880,3,20,2020,3/20/2020,0,0,110000
2915358,20617,91120,111737,3,1056,6,6,2017,6/6/2017,0,0,124000
2915447,20250,86107,106357,3,1050,6,4,2018,6/4/2018,0,0,125000
2915447,20250,86107,106357,3,1050,12,14,2017,12/14/2017,0,0,115000
2915480,21060,78688,99748,2,881,8,14,2020,8/14/2020,0,0,125000
2915561,20250,80622,100872,3,1203,12,23,2020,12/23/2020,0,0,99000
2915579,20250,108606,128856,3,1270,8,23,2018,8/23/2018,0,0,114600
2915617,23306,118757,142063,2,1289,1,12,2018,1/12/2018,0,0,147200
2915633,20250,103524,123774,3,1504,6,30,2020,6/30/2020,0,0,130000
2915676,20250,74485,94735,2,740,6,8,2018,6/8/2018,0,0,112000
2915684,20250,108761,129011,2,1202,12,6,2018,12/6/2018,0,0,119000
2915722,20250,81130,101380,2,880,5,5,2018,5/5/2018,0,0,110000
2915765,20393,102353,122746,2,1215,3,12,2019,3/12/2019,0,0,128000
2915854,20250,53470,73720,2,851,8,5,2019,8/5/2019,0,0,82000
8000521,59000,0,59000,3,1828,12,8,2020,12/8/2020,0,0,336400
2915897,21962,56147,78109,3,910,10,11,2019,10/11/2019,0,0,80200
2915897,21962,56147,78109,3,910,5,18,2020,5/18/2020,0,0,129900
2916001,20250,76855,97105,2,660,7,31,2019,7/31/2019,0,0,120000
2916028,20250,73542,93792,2,740,7,6,2018,7/6/2018,0,0,120000
2916036,20250,68467,88717,3,1050,9,10,2020,9/10/2020,0,0,152500
